ID,SEX,RACE,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,_PartInd_
00061,M,Black,1,1,2,2,HomeImp,Office,3,1,2,7.00,1,1,0.00,1
00062,F,White,1,1,2,1,HomeImp,Other,9,1,1,6.00,1,3,0.00,1
00063,M,Other,1,1,1,1,HomeImp,Other,6,1,1,2.00,1,2,0.00,1
00064,F,White,1,1,5,3,HomeImp,ProfExe,9,0,0,0.00,0,0,0.00,1
00065,M,Multiracial,1,1,3,2,HomeImp,Mgr,4,1,1,1.00,3,1,0.00,1
00066,M,White,0,1,8,9,HomeImp,ProfExe,7,1,1,8.00,2,10,0.00,1
00067,F,White,0,1,5,5,HomeImp,Mgr,8,0,3,8.00,1,9,10.00,1
00068,M,White,0,1,9,9,HomeImp,Office,7,1,1,2.00,1,3,4.00,1
00069,M,White,1,1,4,3,DebtCon,Office,9,2,3,2.00,1,5,0.00,1
00071,M,Black,1,1,1,1,HomeImp,Other,6,1,1,5.00,2,2,2.00,1
00073,F,Other,0,1,4,3,HomeImp,Office,11,1,1,8.00,1,7,1.00,1
00074,M,Other,0,1,0,4,Null,Null,0,0,0,0.00,0,0,1.00,1
00075,M,White,0,1,1,2,HomeImp,Self,0,1,1,8.00,1,2,10.00,1
00076,F,White,1,1,2,2,HomeImp,Other,9,1,1,5.00,1,3,2.00,1
00077,M,Multiracial,1,1,1,1,HomeImp,Other,4,1,2,5.00,5,1,0.00,1
00080,F,White,1,1,1,1,DebtCon,Mgr,5,1,2,2.00,3,3,0.00,1
00081,M,White,0,1,10,9,HomeImp,Office,2,1,1,2.00,1,3,4.00,1
00082,M,White,0,1,4,3,HomeImp,Office,12,1,1,8.00,1,6,1.00,1
00083,F,White,1,1,0,5,HomeImp,Other,3,1,3,4.00,4,2,0.00,1
00085,M,Other,1,1,1,2,HomeImp,ProfExe,12,2,2,2.00,2,2,0.00,1
00087,M,White,1,1,3,5,HomeImp,Other,2,1,3,5.00,1,4,0.00,1
00089,M,White,1,1,1,1,DebtCon,Other,0,1,1,1.00,1,5,0.00,1
00090,F,Multiracial,1,1,4,2,HomeImp,Mgr,4,1,1,6.00,4,4,0.00,1
00093,M,White,0,1,0,2,HomeImp,Null,1,1,1,0.00,1,1,0.00,1
00094,F,White,0,1,5,5,HomeImp,Other,5,1,1,3.00,1,4,0.00,1
00096,F,White,1,1,7,7,HomeImp,ProfExe,4,2,3,7.00,0,2,0.00,1
00097,M,White,1,1,4,2,DebtCon,Other,9,2,1,5.00,1,8,0.00,1
00099,M,White,0,1,6,4,HomeImp,Mgr,9,0,3,9.00,1,9,8.00,1
00100,M,White,1,1,0,1,HomeImp,Other,1,1,1,2.00,1,6,6.00,1
00102,F,Multiracial,0,1,5,3,DebtCon,ProfExe,8,1,3,6.00,2,11,1.00,1
00104,M,Black,1,1,2,2,HomeImp,Other,3,2,1,2.00,2,1,0.00,1
00105,F,Multiracial,0,1,6,5,DebtCon,Sales,5,1,1,5.00,1,11,0.00,1
00106,F,White,0,1,3,2,DebtCon,Null,7,0,2,1.00,0,4,0.00,1
00107,F,White,0,1,6,5,HomeImp,Other,4,1,1,3.00,1,4,10.00,1
00109,M,White,0,1,6,5,DebtCon,Sales,4,1,1,5.00,1,11,6.00,1
00110,M,White,0,1,6,5,HomeImp,Other,7,1,1,2.00,1,3,10.00,1
00112,F,White,0,1,4,3,DebtCon,ProfExe,8,1,3,6.00,1,11,2.00,1
00113,F,Other,0,1,0,3,Null,Null,0,0,0,0.00,0,0,0.00,1
00116,M,White,0,1,0,5,Null,Null,0,0,0,0.00,0,0,2.00,1
00118,M,White,0,1,6,5,HomeImp,Other,5,1,1,4.00,1,3,10.00,1
00120,F,White,1,1,5,0,HomeImp,Other,6,0,0,9.00,2,3,0.00,1
00121,F,White,1,1,2,2,HomeImp,Mgr,4,1,2,4.00,3,8,0.00,1
00122,F,White,1,1,6,6,DebtCon,ProfExe,9,1,3,4.00,1,12,0.00,1
00124,F,Black,1,1,10,11,HomeImp,ProfExe,6,2,1,8.00,2,7,0.00,1
00125,F,White,1,1,8,8,HomeImp,Other,7,2,3,1.00,4,2,0.00,1
00126,M,White,0,1,6,7,Null,Mgr,3,1,1,5.00,1,9,7.00,1
00127,M,Black,0,1,6,6,HomeImp,Other,3,2,1,10.00,1,1,7.00,1
00128,M,White,0,1,4,3,DebtCon,Null,7,0,1,1.00,0,4,6.00,1
00129,M,White,1,1,4,2,HomeImp,ProfExe,1,1,1,1.00,3,5,0.00,1
00130,M,Asian,0,1,8,9,HomeImp,ProfExe,7,1,1,7.00,1,10,4.00,1
00131,M,Multiracial,1,1,2,2,HomeImp,ProfExe,8,2,3,2.00,2,4,0.00,1
00132,M,White,0,1,6,7,Null,Mgr,4,1,1,5.00,1,8,6.00,1
00134,M,White,0,1,8,6,HomeImp,ProfExe,8,1,1,10.00,1,2,10.00,1
00135,F,White,0,1,5,3,DebtCon,ProfExe,8,1,3,7.00,3,11,1.00,1
00136,F,Multiracial,0,1,6,6,Null,Mgr,3,1,1,5.00,1,8,8.00,1
00137,M,White,1,1,2,1,HomeImp,Other,6,1,1,2.00,1,1,6.00,1
00138,F,White,0,1,6,6,HomeImp,Other,5,1,1,3.00,1,4,10.00,1
00139,M,White,1,1,3,3,HomeImp,Other,9,1,1,1.00,4,3,0.00,1
00140,F,White,0,1,0,1,HomeImp,Null,0,0,0,0.00,0,0,0.00,1
00142,F,Other,1,1,6,3,HomeImp,Other,7,2,3,1.00,2,3,9.00,1
00144,F,White,0,1,0,4,Null,Null,0,0,0,0.00,0,0,6.00,1
00145,F,White,0,1,0,1,HomeImp,Null,0,0,0,0.00,0,0,6.00,1
00146,F,White,0,1,4,3,DebtCon,Null,6,0,1,1.00,0,4,7.00,1
00147,F,White,0,1,6,6,HomeImp,Other,5,1,1,4.00,1,4,9.00,1
00148,M,Asian,0,1,1,2,HomeImp,Self,0,1,1,8.00,1,2,10.00,1
00149,M,White,0,1,8,9,HomeImp,ProfExe,8,1,1,8.00,1,10,2.00,1
00150,F,White,1,1,2,1,HomeImp,Other,9,1,1,1.00,2,1,0.00,1
00151,F,White,1,1,3,4,HomeImp,Mgr,1,1,1,1.00,3,1,0.00,1
00152,M,White,1,1,9,8,HomeImp,Mgr,6,1,2,1.00,1,4,0.00,1
00153,M,White,1,1,2,2,HomeImp,ProfExe,9,0,0,0.00,0,0,0.00,1
00155,M,Asian,1,1,9,10,HomeImp,Mgr,9,0,0,0.00,0,0,0.00,1
00156,M,Black,1,1,0,10,HomeImp,Other,11,1,3,4.00,1,3,0.00,1
00157,F,White,1,1,0,1,HomeImp,Other,2,1,1,1.00,3,1,0.00,1
00159,F,White,1,1,0,4,HomeImp,Other,9,1,1,1.00,2,2,0.00,1
00160,M,White,1,1,11,11,HomeImp,Mgr,8,0,0,0.00,0,0,0.00,1
00161,F,Asian,1,1,1,1,HomeImp,Other,7,1,1,2.00,2,1,0.00,1
00163,M,White,1,1,2,1,HomeImp,Other,5,1,1,1.00,4,2,0.00,1
00164,F,Black,1,1,1,1,HomeImp,Self,8,1,2,11.00,4,13,0.00,1
00165,M,White,1,1,0,4,HomeImp,Other,11,0,0,0.00,0,0,0.00,1
00166,F,Multiracial,1,1,0,7,HomeImp,Other,11,0,0,0.00,0,0,0.00,1
00167,M,Black,0,1,7,6,DebtCon,Other,2,1,1,4.00,3,2,0.00,1
00170,F,Multiracial,0,1,3,2,HomeImp,Office,9,0,0,7.00,0,6,0.00,1
00171,F,White,0,1,0,1,DebtCon,Other,3,1,1,10.00,2,3,0.00,1
00172,M,White,0,1,6,5,DebtCon,Null,6,0,0,0.00,0,0,0.00,1
00173,F,Asian,0,1,0,1,HomeImp,Other,4,1,1,10.00,2,9,0.00,1
00174,M,White,0,1,7,6,DebtCon,ProfExe,1,0,0,0.00,0,0,0.00,1
00177,M,Other,0,1,7,7,DebtCon,ProfExe,12,1,1,1.00,4,3,0.00,1
00178,M,White,0,1,5,5,DebtCon,ProfExe,10,1,1,8.00,2,5,0.00,1
00180,M,White,1,1,7,5,HomeImp,Mgr,10,1,1,5.00,2,12,0.00,1
00181,F,White,1,1,8,8,HomeImp,Mgr,7,2,3,4.00,5,10,0.00,1
00183,M,Other,1,1,6,6,DebtCon,ProfExe,3,1,2,2.00,1,3,0.00,1
00184,F,Black,1,1,2,1,DebtCon,Other,3,2,1,9.00,2,1,0.00,1
00185,M,Multiracial,1,1,3,1,HomeImp,Other,8,2,3,6.00,2,4,0.00,1
00186,F,White,1,1,8,0,DebtCon,ProfExe,10,2,3,5.00,3,5,0.00,1
00188,M,White,1,1,5,4,HomeImp,Other,6,1,1,2.00,1,8,0.00,1
00189,M,Black,0,1,8,7,DebtCon,Other,2,1,1,4.00,3,2,8.00,1
00190,F,White,0,1,6,7,Null,Mgr,4,1,1,5.00,1,8,7.00,1
00193,F,White,0,1,0,2,HomeImp,Other,3,1,1,10.00,1,9,9.00,1
00194,F,White,0,1,6,5,HomeImp,Other,3,1,1,4.00,1,3,10.00,1
00195,F,White,0,1,12,13,DebtCon,Sales,0,1,1,4.00,1,8,9.00,1
00198,M,White,1,1,2,2,HomeImp,Other,9,1,1,1.00,1,5,0.00,1
00199,F,White,0,1,0,1,DebtCon,Other,2,1,1,10.00,1,3,2.00,1
00200,F,Black,0,1,8,9,HomeImp,ProfExe,7,1,1,7.00,1,10,2.00,1
00202,F,White,1,1,1,1,HomeImp,Other,9,1,1,1.00,1,1,0.00,1
00203,M,White,0,1,9,9,HomeImp,Other,9,0,0,11.00,3,13,0.00,1
00204,M,Other,1,1,1,1,DebtCon,Other,1,2,3,2.00,3,3,0.00,1
00205,F,White,1,1,11,10,HomeImp,Sales,8,2,1,6.00,1,12,2.00,1
00207,F,Other,0,1,7,7,DebtCon,Other,1,1,1,4.00,2,2,6.00,1
00208,F,Multiracial,0,1,7,7,DebtCon,Other,1,1,1,4.00,3,2,7.00,1
00210,F,White,0,1,0,1,DebtCon,Other,3,1,1,10.00,2,3,2.00,1
00211,F,Black,0,1,6,5,HomeImp,Other,8,1,2,4.00,1,9,0.00,1
00212,M,White,0,1,3,2,HomeImp,Office,9,0,0,7.00,0,6,2.00,1
00213,M,Black,0,1,1,1,DebtCon,Other,1,2,1,1.00,5,1,0.00,1
00215,M,White,0,1,8,9,HomeImp,Office,12,1,1,4.00,2,2,0.00,1
00216,F,White,0,1,1,2,HomeImp,Self,0,1,1,8.00,1,2,10.00,1
00218,F,White,0,1,7,5,DebtCon,Null,5,0,0,0.00,0,0,1.00,1
00219,F,White,0,1,6,3,HomeImp,Sales,5,2,1,7.00,2,8,9.00,1
00221,F,White,0,1,0,2,HomeImp,Null,1,1,1,0.00,1,1,1.00,1
00224,F,Asian,0,1,7,6,DebtCon,Other,1,1,1,4.00,2,2,6.00,1
00225,F,White,0,1,9,9,HomeImp,Office,12,1,1,3.00,2,2,7.00,1
00228,M,Black,0,1,4,3,HomeImp,Office,11,1,1,8.00,1,7,1.00,1
00230,F,White,0,1,4,3,DebtCon,Null,6,0,1,1.00,0,4,7.00,1
00231,F,White,0,1,0,3,HomeImp,Office,2,1,1,1.00,1,1,8.00,1
00233,M,Multiracial,1,1,4,2,DebtCon,Sales,5,1,1,2.00,1,8,0.00,1
00234,M,White,1,1,5,3,HomeImp,ProfExe,6,1,2,8.00,2,7,0.00,1
00235,F,Other,0,1,8,9,HomeImp,ProfExe,6,1,1,7.00,2,10,2.00,1
00237,F,White,0,1,6,6,HomeImp,Other,5,1,1,4.00,1,4,10.00,1
00240,M,White,0,1,4,2,DebtCon,Null,7,0,1,1.00,0,4,7.00,1
00242,F,White,0,1,0,1,HomeImp,Null,0,0,0,0.00,0,0,7.00,1
00243,M,Other,0,1,8,7,DebtCon,ProfExe,12,1,1,1.00,3,3,5.00,1
00244,F,Other,0,1,4,3,HomeImp,Office,11,1,1,8.00,1,6,1.00,1
00245,M,Multiracial,1,1,2,1,DebtCon,Other,2,1,3,6.00,4,10,0.00,1
00248,F,White,1,1,1,1,DebtCon,Other,8,2,3,5.00,4,3,0.00,1
00249,M,White,1,1,0,1,HomeImp,Mgr,6,1,2,6.00,2,1,0.00,1
00250,M,Black,0,1,9,9,HomeImp,ProfExe,7,1,1,8.00,2,10,3.00,1
00251,F,Other,0,1,8,9,HomeImp,ProfExe,7,1,1,7.00,2,10,3.00,1
00252,M,Other,0,1,7,5,DebtCon,Null,6,0,0,0.00,0,0,1.00,1
00253,M,Asian,0,1,7,4,HomeImp,Sales,5,2,1,6.00,1,8,10.00,1
00254,M,Black,1,1,3,2,HomeImp,Other,5,1,2,5.00,1,3,6.00,1
00255,F,White,1,1,0,1,HomeImp,Other,2,1,2,2.00,1,1,7.00,1
00256,M,White,1,1,3,2,HomeImp,Mgr,8,1,3,1.00,1,2,5.00,1
00259,M,White,1,1,8,9,DebtCon,ProfExe,6,1,1,6.00,2,9,5.00,1
00261,F,White,0,1,6,5,DebtCon,ProfExe,10,1,1,8.00,2,5,1.00,1
00262,M,Black,0,1,2,1,HomeImp,ProfExe,9,1,1,7.00,1,3,1.00,1
00263,M,Black,0,1,7,5,HomeImp,Other,8,1,1,2.00,1,9,8.00,1
00264,M,White,1,1,1,3,HomeImp,Other,12,2,2,8.00,1,2,0.00,1
00265,F,White,1,1,4,6,HomeImp,Other,4,2,2,5.00,2,3,0.00,1
00266,M,Asian,0,1,3,2,HomeImp,Office,8,0,0,7.00,0,6,2.00,1
00267,M,Black,0,1,1,2,HomeImp,Self,0,1,1,8.00,1,2,10.00,1
00268,M,White,0,1,9,9,HomeImp,Office,12,1,1,4.00,1,2,8.00,1
00269,F,White,0,1,0,4,Null,Null,0,0,0,0.00,0,0,2.00,1
00270,F,Black,0,1,4,2,HomeImp,Office,12,1,1,8.00,1,7,1.00,1
00272,M,White,0,1,2,1,HomeImp,ProfExe,9,1,1,7.00,1,3,2.00,1
00274,M,White,0,1,2,1,DebtCon,Other,1,2,1,1.00,5,1,4.00,1
00277,F,Other,1,1,5,4,HomeImp,ProfExe,5,1,1,7.00,3,9,0.00,1
00278,F,White,1,1,8,8,HomeImp,ProfExe,9,1,1,2.00,1,3,0.00,1
00279,M,Black,1,1,7,6,DebtCon,Sales,1,1,1,2.00,2,4,10.00,1
00280,M,White,0,1,5,5,HomeImp,Other,5,1,1,4.00,1,4,10.00,1
00281,M,Asian,0,1,6,5,HomeImp,Other,3,1,1,2.00,1,4,9.00,1
00282,F,White,0,1,0,1,HomeImp,Other,4,1,1,10.00,1,9,9.00,1
00283,M,Multiracial,1,1,7,5,DebtCon,ProfExe,1,1,1,6.00,1,10,10.00,1
00285,M,White,0,1,0,3,Null,Null,0,0,0,0.00,0,0,6.00,1
00287,F,White,0,1,0,1,HomeImp,Other,3,1,1,10.00,2,9,10.00,1
00288,F,White,0,1,0,1,HomeImp,Other,3,1,1,10.00,1,9,10.00,1
00289,F,Multiracial,0,1,7,6,DebtCon,Mgr,11,1,1,11.00,2,8,8.00,1
00291,M,White,1,1,2,2,DebtCon,Mgr,4,1,1,2.00,2,3,4.00,1
00292,M,White,0,1,12,13,DebtCon,Sales,0,1,1,4.00,1,7,10.00,1
00294,F,Black,0,1,0,4,HomeImp,Office,2,1,1,1.00,1,1,10.00,1
00297,M,White,0,1,6,5,HomeImp,Other,8,1,1,4.00,1,9,10.00,1
00298,M,White,1,1,0,1,HomeImp,Other,0,1,1,9.00,2,1,0.00,1
00300,M,White,0,1,8,6,DebtCon,ProfExe,3,0,0,0.00,0,0,3.00,1
00301,M,White,1,1,2,1,DebtCon,Other,3,1,3,6.00,4,10,9.00,1
00303,M,Black,0,1,0,3,Null,Null,0,0,0,0.00,0,0,5.00,1
00304,M,White,1,1,10,0,DebtCon,Mgr,2,1,3,9.00,5,8,0.00,1
00306,F,White,0,1,9,9,HomeImp,Office,12,1,1,5.00,2,2,8.00,1
00307,F,White,1,1,4,6,HomeImp,Office,1,2,2,6.00,5,9,0.00,1
00308,M,Other,1,1,2,1,HomeImp,Other,6,1,2,3.00,5,12,0.00,1
00309,F,Other,1,1,6,7,Null,Other,12,2,3,1.00,2,12,0.00,1
00310,F,White,1,1,0,0,HomeImp,Office,9,0,3,4.00,0,8,0.00,1
00314,M,Multiracial,1,1,1,1,DebtCon,Other,8,1,2,5.00,4,1,0.00,1
00315,F,White,1,1,2,1,DebtCon,Other,5,1,1,2.00,4,7,0.00,1
00316,F,White,1,1,1,1,Null,Mgr,2,1,2,8.00,5,12,0.00,1
00317,F,White,0,1,7,5,HomeImp,Other,12,1,1,11.00,2,13,0.00,1
00318,M,White,0,1,3,2,HomeImp,Other,3,2,0,2.00,0,3,0.00,1
00319,F,White,0,1,4,3,DebtCon,Other,1,1,3,3.00,4,5,0.00,1
00320,F,Asian,0,1,6,7,HomeImp,Other,1,1,2,7.00,1,11,0.00,1
00321,M,White,0,1,4,6,HomeImp,ProfExe,7,1,1,9.00,3,9,0.00,1
00322,F,White,0,1,4,4,HomeImp,Mgr,4,1,3,4.00,1,8,0.00,1
00323,F,Black,0,1,0,2,HomeImp,Other,0,0,0,2.00,0,2,0.00,1
00324,F,Black,0,1,1,3,HomeImp,Office,12,1,1,11.00,2,3,0.00,1
00326,F,Other,1,1,1,1,HomeImp,Mgr,7,1,3,4.00,1,1,0.00,1
00327,M,Black,1,1,12,12,DebtCon,ProfExe,6,2,1,2.00,5,10,0.00,1
00329,F,Other,0,1,7,8,HomeImp,Other,1,1,1,7.00,1,11,8.00,1
00331,F,White,1,1,0,2,HomeImp,Other,0,0,0,0.00,0,0,1.00,1
00333,F,White,0,1,4,3,DebtCon,Mgr,8,0,3,3.00,3,2,0.00,1
00334,F,Multiracial,0,1,0,2,Null,Null,0,0,0,0.00,0,0,0.00,1
00337,M,White,0,1,0,1,HomeImp,Other,0,0,0,11.00,0,2,0.00,1
00339,F,Multiracial,0,1,4,2,HomeImp,Office,8,0,0,7.00,0,6,2.00,1
00340,M,White,0,1,6,3,HomeImp,Sales,4,2,1,6.00,1,8,9.00,1
00341,M,White,0,1,7,6,HomeImp,Other,11,1,1,11.00,1,13,3.00,1
00342,F,White,0,1,0,2,HomeImp,Null,1,1,2,0.00,1,1,1.00,1
00343,F,Multiracial,0,1,7,7,DebtCon,ProfExe,1,0,0,0.00,0,0,3.00,1
00344,F,Black,0,1,7,7,DebtCon,ProfExe,1,0,0,0.00,0,0,3.00,1
00345,F,White,0,1,7,5,DebtCon,Sales,5,1,1,4.00,1,11,5.00,1
00346,M,Black,0,1,12,13,DebtCon,Sales,0,1,1,5.00,1,8,9.00,1
00349,F,Asian,0,1,5,6,HomeImp,ProfExe,6,1,1,8.00,3,8,6.00,1
00350,M,Multiracial,0,1,4,5,DebtCon,Null,3,1,1,8.00,5,10,4.00,1
00351,M,White,0,1,0,1,HomeImp,Other,0,0,0,11.00,0,2,4.00,1
00352,F,White,1,1,0,0,DebtCon,Self,4,0,0,1.00,3,5,0.00,1
00355,M,White,0,1,6,4,HomeImp,Sales,4,2,1,6.00,1,8,9.00,1
00356,F,Black,0,1,7,7,HomeImp,Other,1,1,2,7.00,1,11,8.00,1
00357,F,Other,0,1,4,3,DebtCon,Null,5,0,2,1.00,0,4,7.00,1
00358,M,White,0,1,7,7,DebtCon,ProfExe,1,0,0,0.00,0,0,3.00,1
00360,M,Other,0,1,11,11,HomeImp,ProfExe,8,1,1,8.00,1,6,1.00,1
00361,M,White,0,1,7,6,HomeImp,Other,12,1,1,11.00,1,13,3.00,1
00362,F,White,0,1,4,3,HomeImp,Other,3,1,0,2.00,0,3,8.00,1
00363,F,White,0,1,9,9,HomeImp,Office,12,1,1,4.00,2,2,7.00,1
00365,M,Black,0,1,0,4,HomeImp,Office,2,1,1,1.00,1,1,8.00,1
00366,F,Black,0,1,3,2,DebtCon,Null,8,0,1,1.00,0,4,5.00,1
00367,F,White,0,1,0,1,HomeImp,Other,0,0,0,11.00,0,2,5.00,1
00369,M,White,1,1,5,7,DebtCon,Self,4,1,1,4.00,1,1,0.00,1
00370,F,Asian,1,1,6,4,DebtCon,Mgr,2,2,1,2.00,2,2,0.00,1
00371,M,White,0,1,4,6,DebtCon,Null,3,1,1,8.00,5,11,4.00,1
00372,F,White,0,1,9,9,HomeImp,ProfExe,7,1,1,8.00,1,10,2.00,1
00373,F,Black,0,1,5,4,DebtCon,ProfExe,8,1,3,6.00,2,11,1.00,1
00375,F,White,0,1,7,7,DebtCon,ProfExe,2,0,0,0.00,0,0,4.00,1
00376,M,Asian,1,1,1,1,HomeImp,Office,9,2,3,9.00,1,8,2.00,1
00377,M,Black,0,1,6,4,HomeImp,Sales,4,2,1,6.00,2,8,10.00,1
00378,F,Black,0,1,2,1,DebtCon,Other,2,2,1,1.00,5,1,3.00,1
00379,M,White,1,1,2,2,HomeImp,Other,12,1,3,4.00,5,5,0.00,1
00382,F,White,0,1,4,2,HomeImp,Other,1,1,0,2.00,0,3,7.00,1
00384,F,Black,0,1,8,6,HomeImp,ProfExe,8,1,1,10.00,1,2,10.00,1
00385,M,Black,0,1,1,3,HomeImp,Office,12,1,1,11.00,1,2,9.00,1
00386,F,Black,0,1,6,4,HomeImp,Mgr,8,0,2,8.00,1,9,9.00,1
00387,F,White,0,1,5,4,DebtCon,ProfExe,9,1,1,5.00,1,7,9.00,1
00388,F,Black,0,1,7,5,HomeImp,Other,8,1,1,3.00,1,9,8.00,1
00389,F,White,0,1,6,5,DebtCon,Sales,4,1,1,5.00,1,11,5.00,1
00390,F,White,0,1,3,2,HomeImp,Office,8,0,0,7.00,0,6,2.00,1
00391,M,White,0,1,4,6,DebtCon,Null,5,1,1,8.00,3,11,5.00,1
00392,F,Multiracial,0,1,4,3,HomeImp,Other,1,2,0,2.00,0,2,7.00,1
00393,F,White,0,1,1,2,HomeImp,Self,0,1,1,8.00,1,2,10.00,1
00395,M,White,0,1,5,4,HomeImp,Mgr,4,1,2,4.00,1,8,3.00,1
00396,F,White,0,2,4,2,HomeImp,Office,8,0,0,7.00,0,6,3.00,1
00399,F,White,0,2,8,7,DebtCon,ProfExe,2,0,0,0.00,0,0,4.00,1
00400,F,White,0,2,5,5,HomeImp,Mgr,3,1,3,5.00,1,8,3.00,1
00403,F,White,0,2,4,6,DebtCon,Null,5,1,1,8.00,5,10,4.00,1
00405,F,White,1,2,4,3,DebtCon,Other,2,2,1,2.00,5,12,0.00,1
00406,M,Multiracial,1,2,6,5,DebtCon,Other,10,1,1,9.00,1,3,0.00,1
00407,F,Black,0,2,2,1,HomeImp,Office,2,1,1,3.00,3,11,0.00,1
00408,F,White,0,2,7,9,HomeImp,Office,12,1,1,11.00,3,12,0.00,1
00409,M,Black,0,2,4,6,HomeImp,Office,12,1,1,9.00,2,5,0.00,1
00410,F,White,0,2,5,4,DebtCon,ProfExe,8,1,1,1.00,3,9,0.00,1
00411,F,White,0,2,6,8,DebtCon,Office,2,1,1,9.00,2,12,0.00,1
00412,M,Other,1,2,9,8,HomeImp,ProfExe,12,1,1,11.00,3,13,0.00,1
00413,M,Black,0,2,8,9,HomeImp,Office,12,1,1,11.00,2,12,6.00,1
00414,F,White,0,2,0,4,Null,Null,0,0,0,0.00,0,0,2.00,1
00415,M,Black,1,2,12,13,DebtCon,ProfExe,5,2,1,2.00,5,10,10.00,1
00416,F,White,0,2,5,4,DebtCon,Other,1,1,2,2.00,3,5,6.00,1
00417,M,White,0,2,5,6,HomeImp,Office,12,1,1,9.00,1,4,2.00,1
00418,F,Multiracial,0,2,7,6,DebtCon,Null,4,0,0,0.00,0,0,1.00,1
00419,M,White,0,2,0,2,HomeImp,Null,1,1,1,0.00,1,1,1.00,1
00422,F,Multiracial,0,2,9,9,HomeImp,Office,12,1,1,4.00,1,2,7.00,1
00423,F,White,0,2,0,2,HomeImp,Null,1,1,1,0.00,1,1,1.00,1
